id,Exited
196158,0.5981
196159,0.1236
196160,0.0666
196161,0.1591
196162,0.4649
196163,0.7834
196164,0.0253
196165,0.3895
196166,0.0963
196167,0.0679
196168,0.0173
196169,0.3212
196170,0.3413
196171,0.0546
196172,0.1186
196173,0.8385
196174,0.0331
196175,0.1742
196176,0.9413
196177,0.0074
196178,0.009
196179,0.1107
196180,0.5768
196181,0.0467
196182,0.1499
196183,0.6839
196184,0.0122
196185,0.0982
196186,0.1622
196187,0.0333
196188,0.4698
196189,0.1286
196190,0.1141
196191,0.2702
196192,0.2342
196193,0.1377
196194,0.1278
196195,0.0436
196196,0.1816
196197,0.0588
196198,0.1181
196199,0.1099
196200,0.0657
196201,0.0444
196202,0.063
196203,0.0797
196204,0.2641
196205,0.241
196206,0.1617
196207,0.2076
196208,0.0203
196209,0.289
196210,0.1364
196211,0.2376
196212,0.0736
196213,0.0889
196214,0.2666
196215,0.0261
196216,0.4186
196217,0.1435
196218,0.2391
196219,0.0843
196220,0.2209
196221,0.3486
196222,0.5896
196223,0.0299
196224,0.1079
196225,0.0733
196226,0.1176
196227,0.0342
196228,0.7164
196229,0.1871
196230,0.6501
196231,0.056
196232,0.347
196233,0.081
196234,0.0532
196235,0.0428
196236,0.2254
196237,0.2888
196238,0.0587
196239,0.2798
196240,0.1653
196241,0.1088
196242,0.0115
196243,0.1221
196244,0.0465
196245,0.3618
196246,0.1593
196247,0.1089
196248,0.6007
196249,0.0203
196250,0.2414
196251,0.1497
196252,0.0133
196253,0.0137
196254,0.0397
196255,0.0784
196256,0.7685
196257,0.1596
196258,0.3649
196259,0.4781
196260,0.6729
196261,0.2409
196262,0.4058
196263,0.2379
196264,0.3399
196265,0.0186
196266,0.3843
196267,0.3249
196268,0.0902
196269,0.2958
196270,0.1019
196271,0.0649
196272,0.2909
196273,0.0602
196274,0.3254
196275,0.3669
196276,0.4346
196277,0.1255
196278,0.0382
196279,0.0477
196280,0.3388
196281,0.0393
196282,0.6164
196283,0.1636
196284,0.0431
196285,0.158
196286,0.7394
196287,0.7728
196288,0.028
196289,0.3455
196290,0.0118
196291,0.0252
196292,0.1979
196293,0.0576
196294,0.6308
196295,0.6941
196296,0.3866
196297,0.0935
196298,0.1071
196299,0.0956
196300,0.0913
196301,0.0491
196302,0.0463
196303,0.1533
196304,0.0234
196305,0.2586
196306,0.0644
196307,0.3863
196308,0.044
196309,0.0847
196310,0.1085
196311,0.2674
196312,0.0937
196313,0.2242
196314,0.0318
196315,0.2352
196316,0.1212
196317,0.0337
196318,0.0878
196319,0.7291
196320,0.1845
196321,0.3813
196322,0.0357
196323,0.3979
196324,0.3327
196325,0.5709
196326,0.313
196327,0.426
196328,0.0546
196329,0.0462
196330,0.1446
196331,0.0868
196332,0.0781
196333,0.3869
196334,0.2771
196335,0.1291
196336,0.1244
196337,0.1631
196338,0.0836
196339,0.0568
196340,0.0705
196341,0.0678
196342,0.1891
196343,0.1454
196344,0.2581
196345,0.0535
196346,0.0776
196347,0.4171
196348,0.0534
196349,0.3447
196350,0.2987
196351,0.1477
196352,0.1831
196353,0.6745
196354,0.0157
196355,0.1017
196356,0.1575
196357,0.0749
196358,0.3366
196359,0.1161
196360,0.0178
196361,0.179
196362,0.1516
196363,0.1773
196364,0.2765
196365,0.1754
196366,0.0729
196367,0.0574
196368,0.5265
196369,0.0191
196370,0.1077
196371,0.3587
196372,0.1194
196373,0.435
196374,0.3133
196375,0.0484
196376,0.4934
196377,0.0533
196378,0.13
196379,0.5205
196380,0.0591
196381,0.4042
196382,0.0829
196383,0.3135
196384,0.2851
196385,0.7861
196386,0.1699
196387,0.1812
196388,0.0211
196389,0.4321
196390,0.2851
196391,0.1345
196392,0.1301
196393,0.2112
196394,0.7587
196395,0.2115
196396,0.1693
196397,0.1107
196398,0.0777
196399,0.4249
196400,0.607
196401,0.2939
196402,0.1414
196403,0.0115
196404,0.0216
196405,0.4982
196406,0.2438
196407,0.0885
196408,0.066
196409,0.116
196410,0.0896
196411,0.0264
196412,0.0805
196413,0.1213
196414,0.0646
196415,0.0074
196416,0.0449
196417,0.1314
196418,0.0802
196419,0.2595
196420,0.1073
196421,0.2438
196422,0.0963
196423,0.02
196424,0.0214
196425,0.0468
196426,0.0274
196427,0.0597
196428,0.1535
196429,0.2084
196430,0.23
196431,0.361
196432,0.3172
196433,0.1205
196434,0.4979
196435,0.0869
196436,0.2375
196437,0.1187
196438,0.2479
196439,0.857
196440,0.785
196441,0.2896
196442,0.5494
196443,0.6235
196444,0.0252
196445,0.038
196446,0.0324
196447,0.4522
196448,0.3766
196449,0.0446
196450,0.2285
196451,0.794
196452,0.151
196453,0.6782
196454,0.1928
196455,0.0321
196456,0.1048
196457,0.2554
196458,0.0964
196459,0.1662
196460,0.3379
196461,0.6174
196462,0.6681
196463,0.1914
196464,0.6772
196465,0.246
196466,0.0416
196467,0.2733
196468,0.1279
196469,0.1548
196470,0.1208
196471,0.1845
196472,0.0437
196473,0.0603
196474,0.0689
196475,0.1195
196476,0.2315
196477,0.1272
196478,0.1598
196479,0.0579
196480,0.112
196481,0.0281
196482,0.7024
196483,0.1004
196484,0.103
196485,0.1868
196486,0.5337
196487,0.1466
196488,0.0521
196489,0.046
196490,0.4285
196491,0.6196
196492,0.0524
196493,0.4611
196494,0.1763
196495,0.0753
196496,0.0423
196497,0.044
196498,0.0379
196499,0.1189
196500,0.0722
196501,0.2736
196502,0.259
196503,0.1147
196504,0.1899
196505,0.2159
196506,0.047
196507,0.1997
196508,0.8978
196509,0.0836
196510,0.0367
196511,0.3439
196512,0.2141
196513,0.5335
196514,0.2112
196515,0.0533
196516,0.5007
196517,0.1565
196518,0.0415
196519,0.1834
196520,0.4416
196521,0.1279
196522,0.0969
196523,0.0285
196524,0.0436
196525,0.0762
196526,0.1417
196527,0.316
196528,0.2873
196529,0.5731
196530,0.5059
196531,0.4787
196532,0.0716
196533,0.0731
196534,0.6752
196535,0.241
196536,0.3263
196537,0.0881
196538,0.1546
196539,0.1857
196540,0.334
196541,0.2064
196542,0.1409
196543,0.0227
196544,0.1398
196545,0.0468
196546,0.4169
196547,0.0511
196548,0.3885
196549,0.2579
196550,0.0224
196551,0.3255
196552,0.6802
196553,0.0171
196554,0.0816
196555,0.0644
196556,0.0729
196557,0.1853
196558,0.1999
196559,0.0931
196560,0.2119
196561,0.0841
196562,0.125
196563,0.0341
196564,0.1618
196565,0.6573
196566,0.1976
196567,0.0697
196568,0.2732
196569,0.0659
196570,0.0836
196571,0.4046
196572,0.5985
196573,0.3701
196574,0.4381
196575,0.2061
196576,0.1585
196577,0.3107
196578,0.0754
196579,0.0754
196580,0.345
196581,0.489
196582,0.3609
196583,0.8834
196584,0.0242
196585,0.0783
196586,0.1149
196587,0.0609
196588,0.0269
196589,0.0812
196590,0.0507
196591,0.0269
196592,0.0843
196593,0.0854
196594,0.0381
196595,0.1187
196596,0.6013
196597,0.0141
196598,0.1783
196599,0.0916
196600,0.4366
196601,0.1672
196602,0.7558
196603,0.037
196604,0.0135
196605,0.0397
196606,0.2523
196607,0.1677
196608,0.7889
196609,0.2015
196610,0.4282
196611,0.0845
196612,0.0701
196613,0.6239
196614,0.0879
196615,0.2171
196616,0.0858
196617,0.0476
196618,0.3524
196619,0.2407
196620,0.0636
196621,0.1446
196622,0.095
196623,0.0383
196624,0.1275
196625,0.3802
196626,0.5646
196627,0.175
196628,0.037
196629,0.1938
196630,0.1992
196631,0.0343
196632,0.3945
196633,0.3404
196634,0.2005
196635,0.0429
196636,0.2221
196637,0.1398
196638,0.2189
196639,0.1182
196640,0.3944
196641,0.1457
196642,0.274
196643,0.0102
196644,0.0312
196645,0.0228
196646,0.0444
196647,0.1574
196648,0.2144
196649,0.0447
196650,0.113
196651,0.0776
196652,0.0679
196653,0.3869
196654,0.1845
196655,0.0491
196656,0.2191
196657,0.0593
196658,0.0468
196659,0.7899
196660,0.1922
196661,0.2105
196662,0.8093
196663,0.1274
196664,0.7527
196665,0.0496
196666,0.107
196667,0.2688
196668,0.092
196669,0.3826
196670,0.1516
196671,0.0675
196672,0.1171
196673,0.0823
196674,0.0653
196675,0.3719
196676,0.0343
196677,0.0438
196678,0.1046
196679,0.3419
196680,0.7861
196681,0.4872
196682,0.1067
196683,0.3221
196684,0.2423
196685,0.6049
196686,0.1187
196687,0.022
196688,0.1147
196689,0.6767
196690,0.9663
196691,0.0706
196692,0.3238
196693,0.2408
196694,0.3944
196695,0.8714
196696,0.2113
196697,0.0477
196698,0.2537
196699,0.0097
196700,0.1327
196701,0.5478
196702,0.0859
196703,0.0424
196704,0.1237
196705,0.4672
196706,0.2815
196707,0.1063
196708,0.0722
196709,0.2823
196710,0.372
196711,0.0546
196712,0.3554
196713,0.432
196714,0.3733
196715,0.334
196716,0.067
196717,0.0886
196718,0.2139
196719,0.058
196720,0.0539
196721,0.1798
196722,0.5317
196723,0.1653
196724,0.3177
196725,0.1415
196726,0.055
196727,0.4818
196728,0.1793
196729,0.2249
196730,0.1304
196731,0.3906
196732,0.916
196733,0.1317
196734,0.0294
196735,0.2193
196736,0.1831
196737,0.3999
196738,0.3196
196739,0.0387
196740,0.1028
196741,0.0526
196742,0.0835
196743,0.2698
196744,0.1435
196745,0.5427
196746,0.6307
196747,0.2599
196748,0.372
196749,0.1
196750,0.2012
196751,0.0732
196752,0.0492
196753,0.1586
196754,0.2497
196755,0.2659
196756,0.1587
196757,0.4594
196758,0.0612
196759,0.0606
196760,0.0295
196761,0.0575
196762,0.7443
196763,0.1446
196764,0.081
196765,0.4014
196766,0.0464
196767,0.2347
196768,0.1238
196769,0.2775
196770,0.159
196771,0.1568
196772,0.1145
196773,0.2692
196774,0.1674
196775,0.0356
196776,0.1133
196777,0.1895
196778,0.8407
196779,0.1201
196780,0.0954
196781,0.1062
196782,0.1818
196783,0.0119
196784,0.0404
196785,0.0604
196786,0.0224
196787,0.1324
196788,0.6475
196789,0.1535
196790,0.1298
196791,0.823
196792,0.1408
196793,0.7195
196794,0.2269
196795,0.4747
196796,0.5369
196797,0.0384
196798,0.6955
196799,0.2112
196800,0.2802
196801,0.5136
196802,0.0653
196803,0.8429
196804,0.8255
196805,0.3149
196806,0.4379
196807,0.2926
196808,0.3211
196809,0.0799
196810,0.8594
196811,0.0157
196812,0.1266
196813,0.2026
196814,0.1897
196815,0.03
196816,0.2009
196817,0.837
196818,0.4328
196819,0.0197
196820,0.0611
196821,0.6752
196822,0.1417
196823,0.3775
196824,0.102
196825,0.0603
196826,0.1396
196827,0.431
196828,0.1528
196829,0.1132
196830,0.0349
196831,0.3177
196832,0.8865
196833,0.7292
196834,0.0971
196835,0.2213
196836,0.0314
196837,0.0588
196838,0.2765
196839,0.5396
196840,0.0553
196841,0.0523
196842,0.0562
196843,0.0471
196844,0.2434
196845,0.2087
196846,0.1292
196847,0.1742
196848,0.3469
196849,0.3155
196850,0.2217
196851,0.2521
196852,0.4509
196853,0.0172
196854,0.1012
196855,0.6574
196856,0.143
196857,0.2037
196858,0.0706
196859,0.0477
196860,0.3295
196861,0.0506
196862,0.3074
196863,0.0429
196864,0.2776
196865,0.0246
196866,0.0868
196867,0.0364
196868,0.0357
196869,0.021
196870,0.2239
196871,0.6834
196872,0.4659
196873,0.1641
196874,0.0167
196875,0.2819
196876,0.0543
196877,0.0293
196878,0.0601
196879,0.1419
196880,0.1568
196881,0.045
196882,0.1845
196883,0.5312
196884,0.137
196885,0.0504
196886,0.0833
196887,0.1319
196888,0.1179
196889,0.0286
196890,0.0561
196891,0.1154
196892,0.3163
196893,0.0593
196894,0.0703
196895,0.0837
196896,0.1063
196897,0.235
196898,0.1727
196899,0.6646
196900,0.0548
196901,0.6711
196902,0.0815
196903,0.1057
196904,0.1326
196905,0.0512
196906,0.3901
196907,0.0485
196908,0.2621
196909,0.0857
196910,0.1441
196911,0.0424
196912,0.4244
196913,0.3844
196914,0.0123
196915,0.065
196916,0.3649
196917,0.0923
196918,0.1457
196919,0.0253
196920,0.3705
196921,0.0337
196922,0.1057
196923,0.191
196924,0.7534
196925,0.1201
196926,0.0637
196927,0.0353
196928,0.4206
196929,0.0342
196930,0.0429
196931,0.5752
196932,0.0186
196933,0.1915
196934,0.0492
196935,0.0308
196936,0.198
196937,0.5968
196938,0.04
196939,0.2925
196940,0.0112
196941,0.0162
196942,0.1058
196943,0.167
196944,0.272
196945,0.1078
196946,0.0482
196947,0.1942
196948,0.1485
196949,0.4691
196950,0.176
196951,0.0451
196952,0.0508
196953,0.0428
196954,0.5893
196955,0.0628
196956,0.0338
196957,0.6501
196958,0.0697
196959,0.0628
196960,0.0519
196961,0.069
196962,0.0475
196963,0.3909
196964,0.0523
196965,0.0699
196966,0.0716
196967,0.1319
196968,0.0105
196969,0.1568
196970,0.2889
196971,0.5064
196972,0.6174
196973,0.101
196974,0.0767
196975,0.0857
196976,0.0775
196977,0.0417
196978,0.2987
196979,0.1149
196980,0.8406
196981,0.3756
196982,0.1893
196983,0.2913
196984,0.2609
196985,0.2066
196986,0.0767
196987,0.2524
196988,0.0958
196989,0.1885
196990,0.0519
196991,0.4244
196992,0.0561
196993,0.0385
196994,0.0968
196995,0.1289
196996,0.1445
196997,0.1628
196998,0.1946
196999,0.6677
197000,0.0656
197001,0.2352
197002,0.3538
197003,0.0293
197004,0.7514
197005,0.1437
197006,0.2695
197007,0.0902
197008,0.2315
197009,0.1979
197010,0.1567
197011,0.6489
197012,0.3361
197013,0.6054
197014,0.0409
197015,0.4388
197016,0.6745
197017,0.1818
197018,0.4241
197019,0.0607
197020,0.1135
197021,0.4831
197022,0.3463
197023,0.1834
197024,0.0328
197025,0.3148
197026,0.049
197027,0.4542
197028,0.3278
197029,0.0672
197030,0.789
197031,0.1238
197032,0.0446
197033,0.2673
197034,0.0269
197035,0.0273
197036,0.1914
197037,0.0451
197038,0.2641
197039,0.5024
197040,0.0496
197041,0.0249
197042,0.0231
197043,0.4885
197044,0.3313
197045,0.0707
197046,0.4095
197047,0.1797
197048,0.2483
197049,0.5292
197050,0.1008
197051,0.218
197052,0.2766
197053,0.0297
197054,0.4187
197055,0.2435
197056,0.3316
197057,0.8114
197058,0.6558
197059,0.0302
197060,0.1713
197061,0.0939
197062,0.0567
197063,0.0723
197064,0.6435
197065,0.0161
197066,0.0384
197067,0.0537
197068,0.0377
197069,0.0385
197070,0.1574
197071,0.0249
197072,0.0866
197073,0.0273
197074,0.1678
197075,0.0554
197076,0.0148
197077,0.2415
197078,0.1652
197079,0.1321
197080,0.0367
197081,0.1979
197082,0.3565
197083,0.0492
197084,0.2322
197085,0.0161
197086,0.0146
197087,0.0595
197088,0.0429
197089,0.1029
197090,0.4058
197091,0.1145
197092,0.1238
197093,0.0712
197094,0.1874
197095,0.0326
197096,0.2654
197097,0.2579
197098,0.0227
197099,0.0129
197100,0.0112
197101,0.1605
197102,0.0259
197103,0.0992
197104,0.6212
197105,0.161
197106,0.5162
197107,0.2211
197108,0.0099
197109,0.0259
197110,0.0166
197111,0.2061
197112,0.0885
197113,0.0499
197114,0.0778
197115,0.4244
197116,0.0151
197117,0.1493
197118,0.4894
197119,0.213
197120,0.1439
197121,0.0217
197122,0.0794
197123,0.3054
197124,0.034
197125,0.6646
197126,0.0506
197127,0.181
197128,0.0121
197129,0.0578
197130,0.4578
197131,0.0346
197132,0.0348
197133,0.114
197134,0.1031
197135,0.0621
197136,0.3239
197137,0.1329
197138,0.5901
197139,0.1869
197140,0.0836
197141,0.7351
197142,0.0857
197143,0.323
197144,0.1163
197145,0.1195
197146,0.2152
197147,0.1321
197148,0.4676
197149,0.2549
197150,0.0452
197151,0.2767
197152,0.0405
197153,0.174
197154,0.8233
197155,0.0806
197156,0.6355
197157,0.0311
197158,0.0696
197159,0.2935
197160,0.2642
197161,0.1373
197162,0.0624
197163,0.7099
197164,0.2796
197165,0.0494
197166,0.0836
197167,0.2224
197168,0.0427
197169,0.0188
197170,0.0147
197171,0.0288
197172,0.148
197173,0.0286
197174,0.0538
197175,0.2249
197176,0.541
197177,0.3307
197178,0.1304
197179,0.0192
197180,0.0351
197181,0.4053
197182,0.6387
197183,0.2135
197184,0.1194
197185,0.0829
197186,0.1229
197187,0.0302
197188,0.439
197189,0.2026
197190,0.1058
197191,0.5708
197192,0.0904
197193,0.038
197194,0.3613
197195,0.7257
197196,0.0342
197197,0.0319
197198,0.0907
197199,0.0217
197200,0.0269
197201,0.7164
197202,0.0636
197203,0.0508
197204,0.1855
197205,0.0385
197206,0.0932
197207,0.3135
197208,0.4364
197209,0.1238
197210,0.0739
197211,0.0256
197212,0.013
197213,0.2592
197214,0.1869
197215,0.1176
197216,0.1608
197217,0.0969
197218,0.0259
197219,0.0738
197220,0.0783
197221,0.5214
197222,0.0697
197223,0.1109
197224,0.0217
197225,0.2797
197226,0.0895
197227,0.1171
197228,0.0394
197229,0.372
197230,0.0785
197231,0.4485
197232,0.1795
197233,0.0277
197234,0.1654
197235,0.0198
197236,0.1433
197237,0.0291
197238,0.1322
197239,0.1471
197240,0.0897
197241,0.3445
197242,0.0976
197243,0.0497
197244,0.116
197245,0.44
197246,0.3023
197247,0.5364
197248,0.4298
197249,0.2137
197250,0.3911
197251,0.6885
197252,0.0841
197253,0.0897
197254,0.524
197255,0.0933
197256,0.2442
197257,0.0381
197258,0.2862
197259,0.2406
197260,0.1232
197261,0.0989
197262,0.0907
197263,0.0922
197264,0.0943
197265,0.3615
197266,0.0265
197267,0.4711
197268,0.385
197269,0.0281
197270,0.2005
197271,0.0365
197272,0.5551
197273,0.0669
197274,0.1458
197275,0.097
197276,0.0269
197277,0.0551
197278,0.0493
197279,0.4185
197280,0.6236
197281,0.1055
197282,0.1014
197283,0.232
197284,0.2216
197285,0.0139
197286,0.0904
197287,0.1301
197288,0.0844
197289,0.1309
197290,0.0489
197291,0.3544
197292,0.3609
197293,0.0916
197294,0.342
197295,0.3258
197296,0.0872
197297,0.2443
197298,0.2676
197299,0.0805
197300,0.3903
197301,0.6053
197302,0.0949
197303,0.1204
197304,0.3488
197305,0.0727
197306,0.2153
197307,0.0604
197308,0.0314
197309,0.1171
197310,0.3984
197311,0.0758
197312,0.6248
197313,0.1431
197314,0.0543
197315,0.1675
197316,0.0391
197317,0.0888
197318,0.9516
197319,0.0479
197320,0.0879
197321,0.6941
197322,0.2496
197323,0.8385
197324,0.0252
197325,0.1407
197326,0.0501
197327,0.1872
197328,0.1716
197329,0.1541
197330,0.0156
197331,0.5838
197332,0.6178
197333,0.047
197334,0.0477
197335,0.1195
197336,0.0782
197337,0.642
197338,0.0588
197339,0.0204
197340,0.196
197341,0.0564
197342,0.3831
197343,0.3022
197344,0.0318
197345,0.3074
197346,0.1555
197347,0.0523
197348,0.0207
197349,0.2797
197350,0.0256
197351,0.0188
197352,0.0552
197353,0.1094
197354,0.6101
197355,0.1714
197356,0.9107
197357,0.8324
197358,0.3159
197359,0.6641
197360,0.0302
197361,0.0794
197362,0.0332
197363,0.3136
197364,0.13
197365,0.1661
197366,0.0537
197367,0.2105
197368,0.045
197369,0.0293
197370,0.0411
197371,0.3059
197372,0.1417
197373,0.0388
197374,0.0099
197375,0.6493
197376,0.5298
197377,0.1728
197378,0.4042
197379,0.0657
197380,0.11
197381,0.2262
197382,0.3273
197383,0.1101
197384,0.1029
197385,0.3557
197386,0.2262
197387,0.1407
197388,0.0429
197389,0.0156
197390,0.2878
197391,0.4851
197392,0.1032
197393,0.0604
197394,0.0794
197395,0.1201
197396,0.0235
197397,0.3249
197398,0.0105
197399,0.2366
197400,0.073
197401,0.181
197402,0.0278
197403,0.1099
197404,0.1848
197405,0.4669
197406,0.3111
197407,0.3782
197408,0.2059
197409,0.0284
197410,0.1717
197411,0.052
197412,0.062
197413,0.1075
197414,0.2693
197415,0.1109
197416,0.2331
197417,0.1889
197418,0.1012
197419,0.4195
197420,0.0354
197421,0.0183
197422,0.0208
197423,0.0683
197424,0.0376
197425,0.7534
197426,0.2614
197427,0.6532
197428,0.5088
197429,0.7007
197430,0.0778
197431,0.1842
197432,0.0341
197433,0.1239
197434,0.0493
197435,0.0354
197436,0.216
197437,0.2347
197438,0.0878
197439,0.0669
197440,0.1124
197441,0.2753
197442,0.0552
197443,0.4632
197444,0.0657
197445,0.1626
197446,0.0854
197447,0.0458
197448,0.1397
197449,0.3473
197450,0.216
197451,0.0343
197452,0.0785
197453,0.5239
197454,0.5392
197455,0.0554
197456,0.0256
197457,0.1317
197458,0.0821
197459,0.5276
197460,0.1839
197461,0.1062
197462,0.067
197463,0.0341
197464,0.0569
197465,0.6497
197466,0.8733
197467,0.0249
197468,0.021
197469,0.1296
197470,0.1888
197471,0.4021
197472,0.0598
197473,0.2446
197474,0.2651
197475,0.0443
197476,0.6194
197477,0.0477
197478,0.0916
197479,0.1212
197480,0.122
197481,0.0775
197482,0.0328
197483,0.0859
197484,0.1228
197485,0.3864
197486,0.5021
197487,0.0755
197488,0.0847
197489,0.2508
197490,0.1605
197491,0.3948
197492,0.225
197493,0.2068
197494,0.3813
197495,0.3731
197496,0.4261
197497,0.1131
197498,0.1822
197499,0.0405
197500,0.366
197501,0.3447
197502,0.0436
197503,0.0289
197504,0.4942
197505,0.0454
197506,0.46
197507,0.0523
197508,0.3623
197509,0.2717
197510,0.3896
197511,0.0181
197512,0.9349
197513,0.0408
197514,0.0259
197515,0.2719
197516,0.0359
197517,0.1367
197518,0.0256
197519,0.3241
197520,0.0514
197521,0.0273
197522,0.4447
197523,0.1835
197524,0.1289
197525,0.2406
197526,0.7865
197527,0.1947
197528,0.0683
197529,0.427
197530,0.6839
197531,0.5282
197532,0.3709
197533,0.4084
197534,0.0403
197535,0.0471
197536,0.1598
197537,0.1674
197538,0.0214
197539,0.2891
197540,0.0628
197541,0.1287
197542,0.3712
197543,0.086
197544,0.072
197545,0.0341
197546,0.021
197547,0.7915
197548,0.221
197549,0.1145
197550,0.1016
197551,0.05
197552,0.3172
197553,0.3051
197554,0.052
197555,0.1668
197556,0.0696
197557,0.1979
197558,0.3392
197559,0.1932
197560,0.0295
197561,0.7031
197562,0.6471
197563,0.0537
197564,0.0717
197565,0.2112
197566,0.3895
197567,0.5611
197568,0.1089
197569,0.1912
197570,0.0284
197571,0.2284
197572,0.0827
197573,0.0372
197574,0.2132
197575,0.0385
197576,0.0092
197577,0.1477
197578,0.1714
197579,0.1018
197580,0.0393
197581,0.2325
197582,0.1792
197583,0.084
197584,0.0175
197585,0.0924
197586,0.045
197587,0.08
197588,0.2407
197589,0.2854
197590,0.1929
197591,0.0123
197592,0.2171
197593,0.1302
197594,0.0732
197595,0.4063
197596,0.1963
197597,0.0423
197598,0.1971
197599,0.2575
197600,0.0447
197601,0.05
197602,0.5706
197603,0.2641
197604,0.1029
197605,0.2296
197606,0.0838
197607,0.1433
197608,0.4308
197609,0.0963
197610,0.0387
197611,0.252
197612,0.1866
197613,0.0778
197614,0.0848
197615,0.0347
197616,0.1019
197617,0.5822
197618,0.0464
197619,0.0403
197620,0.5222
197621,0.0805
197622,0.3126
197623,0.79
197624,0.4172
197625,0.1042
197626,0.1444
197627,0.2332
197628,0.0867
197629,0.4385
197630,0.051
197631,0.7701
197632,0.1513
197633,0.2702
197634,0.4051
197635,0.0604
197636,0.0338
197637,0.1172
197638,0.4083
197639,0.1171
197640,0.2795
197641,0.1508
197642,0.4905
197643,0.2953
197644,0.7373
197645,0.8072
197646,0.0741
197647,0.1012
197648,0.1878
197649,0.2516
197650,0.1101
197651,0.1938
197652,0.165
197653,0.2308
197654,0.0362
197655,0.0482
197656,0.448
197657,0.8256
197658,0.114
197659,0.0141
197660,0.2476
197661,0.5162
197662,0.1122
197663,0.4621
197664,0.0485
197665,0.4089
197666,0.5634
197667,0.3911
197668,0.0417
197669,0.4166
197670,0.1377
197671,0.1354
197672,0.3533
197673,0.5885
197674,0.021
197675,0.0497
197676,0.0434
197677,0.3903
197678,0.0189
197679,0.1307
197680,0.0746
197681,0.5043
197682,0.34
197683,0.0588
197684,0.454
197685,0.0328
197686,0.6271
197687,0.0668
197688,0.1693
197689,0.0889
197690,0.2833
197691,0.0304
197692,0.3326
197693,0.0229
197694,0.0902
197695,0.0333
197696,0.1146
197697,0.128
197698,0.0638
197699,0.2186
197700,0.2977
197701,0.0353
197702,0.4362
197703,0.0122
197704,0.5763
197705,0.62
197706,0.0233
197707,0.1443
197708,0.1881
197709,0.0682
197710,0.0483
197711,0.8527
197712,0.0198
197713,0.0442
197714,0.0805
197715,0.3202
197716,0.0765
197717,0.2043
197718,0.0619
197719,0.0593
197720,0.0227
197721,0.0713
197722,0.6735
197723,0.2719
197724,0.4653
197725,0.0514
197726,0.2701
197727,0.0613
197728,0.0429
197729,0.2985
197730,0.0214
197731,0.0534
197732,0.0959
197733,0.4324
197734,0.9538
197735,0.1608
197736,0.1128
197737,0.102
197738,0.2732
197739,0.7849
197740,0.0388
197741,0.0348
197742,0.0823
197743,0.1987
197744,0.3115
197745,0.1239
197746,0.5843
197747,0.1249
197748,0.139
197749,0.1674
197750,0.7148
197751,0.0411
197752,0.0791
197753,0.1763
197754,0.1742
197755,0.2917
197756,0.069
197757,0.0702
197758,0.1167
197759,0.0451
197760,0.1446
197761,0.2718
197762,0.049
197763,0.0313
197764,0.2608
197765,0.1876
197766,0.6918
197767,0.04
197768,0.4282
197769,0.0971
197770,0.3005
197771,0.0464
197772,0.0278
197773,0.498
197774,0.0237
197775,0.2476
197776,0.2019
197777,0.0333
197778,0.3439
197779,0.0956
197780,0.05
197781,0.1518
197782,0.2022
197783,0.1254
197784,0.3019
197785,0.5785
197786,0.2985
197787,0.4471
197788,0.0527
197789,0.4153
197790,0.2186
197791,0.2052
197792,0.0786
197793,0.1318
197794,0.0584
197795,0.4121
197796,0.2214
197797,0.0172
197798,0.1516
197799,0.1037
197800,0.0575
197801,0.076
197802,0.0387
197803,0.101
197804,0.4305
197805,0.2143
197806,0.1109
197807,0.3263
197808,0.1841
197809,0.3024
197810,0.4195
197811,0.2145
197812,0.7559
197813,0.0631
197814,0.104
197815,0.0364
197816,0.1063
197817,0.05
197818,0.4163
197819,0.4921
197820,0.0318
197821,0.584
197822,0.0424
197823,0.149
197824,0.5358
197825,0.1573
197826,0.3361
197827,0.0776
197828,0.0427
197829,0.0679
197830,0.1319
197831,0.2466
197832,0.0201
197833,0.0697
197834,0.0405
197835,0.0231
197836,0.3521
197837,0.0318
197838,0.4204
197839,0.2842
197840,0.53
197841,0.1936
197842,0.2064
197843,0.1899
197844,0.1026
197845,0.0431
197846,0.0699
197847,0.2536
197848,0.5327
197849,0.0217
197850,0.0632
197851,0.0422
197852,0.1729
197853,0.21
197854,0.3865
197855,0.0922
197856,0.0402
197857,0.0313
197858,0.0497
197859,0.0294
197860,0.5945
197861,0.0425
197862,0.2915
197863,0.0831
197864,0.1447
197865,0.4441
197866,0.6864
197867,0.1812
197868,0.3256
197869,0.0523
197870,0.4163
197871,0.1155
197872,0.0614
197873,0.4464
197874,0.1171
197875,0.0579
197876,0.1082
197877,0.0273
197878,0.0331
197879,0.1129
197880,0.1792
197881,0.6901
197882,0.2039
197883,0.0265
197884,0.1217
197885,0.7226
197886,0.4945
197887,0.5401
197888,0.0184
197889,0.8189
197890,0.2892
197891,0.0201
197892,0.3517
197893,0.7144
197894,0.236
197895,0.6471
197896,0.0259
197897,0.0397
197898,0.1661
197899,0.6214
197900,0.1319
197901,0.3903
197902,0.009
197903,0.0475
197904,0.0639
197905,0.0858
197906,0.3724
197907,0.2784
197908,0.08
197909,0.1173
197910,0.1281
197911,0.0534
197912,0.0782
197913,0.0576
197914,0.0811
197915,0.3505
197916,0.0855
197917,0.0399
197918,0.1748
197919,0.2798
197920,0.1193
197921,0.7069
197922,0.0342
197923,0.0246
197924,0.3228
197925,0.501
197926,0.1426
